scene_id,veh_id,num_total_vehs,veh_int_paths,tot_int_paths,goal_rate,off_road,veh_veh_collision,Agent,Train agent,Dataset,Eval mode,Reg. weight
tfrecord-00024-of-01000_33.json,18,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00024-of-01000_33.json,63,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00024-of-01000_33.json,12,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00024-of-01000_33.json,5,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00024-of-01000_33.json,42,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00024-of-01000_33.json,9,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00024-of-01000_33.json,33,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00024-of-01000_33.json,55,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00024-of-01000_33.json,53,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00024-of-01000_33.json,56,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00024-of-01000_33.json,17,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00024-of-01000_33.json,21,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00024-of-01000_33.json,3,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00024-of-01000_33.json,4,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00024-of-01000_33.json,0,20,0.0,0.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00012-of-01000_87.json,10,9,0.0,1.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00012-of-01000_87.json,37,9,0.0,1.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00012-of-01000_87.json,11,9,0.0,1.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00012-of-01000_87.json,8,9,0.0,1.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00012-of-01000_87.json,7,9,0.0,1.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00012-of-01000_87.json,30,9,1.0,1.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00012-of-01000_87.json,1,9,0.0,1.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00012-of-01000_87.json,24,9,1.0,1.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00012-of-01000_87.json,15,9,0.0,1.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00020-of-01000_355.json,5,7,2.0,4.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00020-of-01000_355.json,0,7,1.0,4.0,0.0,0.0,1.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00020-of-01000_355.json,2,7,2.0,4.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00020-of-01000_355.json,4,7,0.0,4.0,0.0,0.0,1.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00020-of-01000_355.json,13,7,1.0,4.0,0.0,0.0,1.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00020-of-01000_355.json,1,7,1.0,4.0,0.0,0.0,1.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00020-of-01000_355.json,8,7,1.0,4.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00036-of-01000_503.json,0,2,1.0,1.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
tfrecord-00036-of-01000_503.json,2,2,1.0,1.0,1.0,0.0,0.0,PPO,Self-play,Train,Self-play,0.0
